Sample no,fc (MPa),fy (MPa),Beam Area (m2),Col area (m2),Bay Width X (m),Bay Width Y (m),Bay Width Z (m),No of bay X,No of bay Y,No of bay Z,Area (m2)
329,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,6,5,2,360.00
330,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,2,2,2,48.00
331,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,3,2,2,72.00
332,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,4,2,2,96.00
333,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,2,2,120.00
334,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,2,2,144.00
335,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,3,3,2,108.00
336,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,4,3,2,144.00
337,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,3,2,180.00
338,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,3,2,216.00
339,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,5,2,300.00
340,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,5,2,360.00
341,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,2,2,2,64.00
342,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,3,2,2,96.00
343,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,4,2,2,128.00
344,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,2,2,160.00
345,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,2,2,192.00
346,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,3,3,2,144.00
347,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,4,3,2,192.00
348,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,3,2,240.00
349,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,3,2,288.00
350,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,5,2,400.00
351,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,5,2,480.00
352,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,2,2,3,36.00
353,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,3,2,3,54.00
354,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,4,2,3,72.00
355,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,5,2,3,90.00
356,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,6,2,3,108.00
357,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,3,3,3,81.00
358,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,4,3,3,108.00
359,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,5,3,3,135.00
360,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,6,3,3,162.00
361,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,5,5,3,225.00
362,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,6,5,3,270.00
363,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,2,2,3,48.00
364,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,3,2,3,72.00
365,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,4,2,3,96.00
366,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,5,2,3,120.00
367,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,6,2,3,144.00
368,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,3,3,3,108.00
369,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,4,3,3,144.00
370,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,5,3,3,180.00
371,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,6,3,3,216.00
372,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,5,5,3,300.00
373,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,6,5,3,360.00
374,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,2,2,3,48.00
375,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,3,2,3,72.00
376,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,4,2,3,96.00
377,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,5,2,3,120.00
378,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,6,2,3,144.00
379,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,3,3,3,108.00
380,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,4,3,3,144.00
381,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,5,3,3,180.00
382,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,6,3,3,216.00
383,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,5,5,3,300.00
384,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,6,5,3,360.00
385,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,2,2,3,64.00
386,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,3,2,3,96.00
387,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,4,2,3,128.00
388,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,5,2,3,160.00
389,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,6,2,3,192.00
390,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,3,3,3,144.00
391,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,4,3,3,192.00
392,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,5,3,3,240.00
393,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,6,3,3,288.00
394,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,5,5,3,400.00
395,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,6,5,3,480.00
396,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,2,2,3,36.00
397,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,3,2,3,54.00
398,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,4,2,3,72.00
399,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,5,2,3,90.00
400,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,6,2,3,108.00
401,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,3,3,3,81.00
402,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,4,3,3,108.00
403,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,5,3,3,135.00
404,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,6,3,3,162.00
405,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,5,5,3,225.00
406,20.00,500.00,0.08875,0.1024,3.00,3.00,3.10,6,5,3,270.00
407,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,2,2,3,48.00
408,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,3,2,3,72.00
409,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,4,2,3,96.00
410,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,5,2,3,120.00
411,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,6,2,3,144.00
412,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,3,3,3,108.00
413,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,4,3,3,144.00
414,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,5,3,3,180.00
415,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,6,3,3,216.00
416,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,5,5,3,300.00
417,20.00,500.00,0.08875,0.1024,3.00,4.00,3.10,6,5,3,360.00
418,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,2,2,3,48.00
419,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,3,2,3,72.00
420,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,4,2,3,96.00
421,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,2,3,120.00
422,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,2,3,144.00
423,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,3,3,3,108.00
424,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,4,3,3,144.00
425,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,3,3,180.00
426,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,3,3,216.00
427,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,5,3,300.00
428,20.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,5,3,360.00
429,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,2,2,3,64.00
430,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,3,2,3,96.00
431,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,4,2,3,128.00
432,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,2,3,160.00
433,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,2,3,192.00
434,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,3,3,3,144.00
435,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,4,3,3,192.00
436,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,3,3,240.00
437,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,3,3,288.00
438,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,5,3,400.00
439,20.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,5,3,480.00
440,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,2,2,4,36.00
441,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,3,2,4,54.00
442,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,4,2,4,72.00
443,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,5,2,4,90.00
444,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,6,2,4,108.00
445,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,3,3,4,81.00
446,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,4,3,4,108.00
447,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,5,3,4,135.00
448,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,6,3,4,162.00
449,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,5,5,4,225.00
450,20.00,500.00,0.08875,0.1024,3.00,3.00,2.90,6,5,4,270.00
451,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,2,2,4,48.00
452,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,3,2,4,72.00
453,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,4,2,4,96.00
454,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,5,2,4,120.00
455,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,6,2,4,144.00
456,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,3,3,4,108.00
457,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,4,3,4,144.00
458,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,5,3,4,180.00
459,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,6,3,4,216.00
460,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,5,5,4,300.00
461,20.00,500.00,0.08875,0.1024,3.00,4.00,2.90,6,5,4,360.00
462,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,2,2,4,48.00
463,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,3,2,4,72.00
464,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,4,2,4,96.00
465,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,5,2,4,120.00
466,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,6,2,4,144.00
467,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,3,3,4,108.00
468,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,4,3,4,144.00
469,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,5,3,4,180.00
470,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,6,3,4,216.00
471,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,5,5,4,300.00
472,20.00,500.00,0.08875,0.1024,4.00,3.00,2.90,6,5,4,360.00
473,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,2,2,4,64.00
474,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,3,2,4,96.00
475,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,4,2,4,128.00
476,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,5,2,4,160.00
477,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,6,2,4,192.00
478,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,3,3,4,144.00
479,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,4,3,4,192.00
480,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,5,3,4,240.00
481,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,6,3,4,288.00
482,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,5,5,4,400.00
483,20.00,500.00,0.08875,0.1024,4.00,4.00,2.90,6,5,4,480.00
484,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,2,2,4,36.00
485,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,3,2,4,54.00
486,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,4,2,4,72.00
487,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,5,2,4,90.00
488,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,6,2,4,108.00
489,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,3,3,4,81.00
490,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,4,3,4,108.00
491,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,5,3,4,135.00
492,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,6,3,4,162.00
493,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,5,5,4,225.00
494,25.00,500.00,0.08875,0.1024,3.00,3.00,3.10,6,5,4,270.00
495,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,2,2,4,48.00
496,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,3,2,4,72.00
497,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,4,2,4,96.00
498,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,5,2,4,120.00
499,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,6,2,4,144.00
500,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,3,3,4,108.00
501,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,4,3,4,144.00
502,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,5,3,4,180.00
503,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,6,3,4,216.00
504,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,5,5,4,300.00
505,25.00,500.00,0.08875,0.1024,3.00,4.00,3.10,6,5,4,360.00
506,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,2,2,4,48.00
507,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,3,2,4,72.00
508,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,4,2,4,96.00
509,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,2,4,120.00
510,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,2,4,144.00
511,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,3,3,4,108.00
512,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,4,3,4,144.00
513,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,3,4,180.00
514,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,3,4,216.00
515,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,5,5,4,300.00
516,25.00,500.00,0.08875,0.1024,4.00,3.00,3.10,6,5,4,360.00
517,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,2,2,4,64.00
518,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,3,2,4,96.00
519,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,4,2,4,128.00
520,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,2,4,160.00
521,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,2,4,192.00
522,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,3,3,4,144.00
523,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,4,3,4,192.00
524,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,3,4,240.00
525,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,3,4,288.00
526,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,5,5,4,400.00
527,25.00,500.00,0.08875,0.1024,4.00,4.00,3.10,6,5,4,480.00
