Sample no,RSN,fc (MPa),fy (MPa),Ab (m2),Ac (m2),Lx (m),Ly (m),Lz (m),Nx,Ny,Nz,Ap (m2),AR,Kfc,ρ,Tm (sec),PGA (g),PGV (cm/sec),PGV/PGA (sec),A RMS (g),V RMS (cm/sec),IA,CAV (cm/sec),Tpred (sec),Dsig (sec),Sa(T1) (g),T1 (s),T2 (s),T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR,Max_Park_Ang_DI_storey,Park_Ang_DI
1,998,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.89752,0.31745,0.31745,0.28245,0.57386,0.44523,0.43108,1674.421,1.282,0.736,0,0,1.282,41.814,22.909
1,1045,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.87703,0.31745,0.31745,0.28245,0.54216,0.44217,0.42732,1693.868,1.447,0.535,0,0,1.447,56.346,28.193
1,1052,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.87357,0.31745,0.31745,0.28245,0.5713,0.44106,0.4328,1649.33,1.018,0.506,0,0,1.018,35.995,35.995
1,2476,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.76159,0.31745,0.31745,0.28245,0.51917,0.4002,0.39205,1453.657,0.614,0.454,0,0,0.614,3.506,3.506
1,2510,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.78317,0.31745,0.31745,0.28245,0.5816,0.44739,0.43896,1633.27,1.055,0.52,0,0,1.055,48.708,24.374
1,2990,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.84406,0.31745,0.31745,0.28245,0.5894,0.45332,0.44675,1696.933,1.528,0.565,0,0,1.528,97.501,48.97
1,3282,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.672,0.31745,0.31745,0.28245,0.58095,0.4477,0.44013,1637.5,1.145,0.568,0,0,1.145,43.205,21.832
1,3285,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.87556,0.31745,0.31745,0.28245,0.58001,0.44858,0.43799,1636.507,1.187,0.581,0,0,1.187,84.248,42.589
1,3319,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,1.00267,0.31745,0.31745,0.28245,0.58683,0.454,0.4431,1682.349,1.396,0.633,0,0,1.396,75,38.558
1,3749,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.89643,0.31745,0.31745,0.28245,0.58004,0.44628,0.43614,1638.69,1.141,0.558,0,0,1.141,53.488,26.922
1,4199,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.64188,0.31745,0.31745,0.28245,0.58145,0.44283,0.43268,1614.767,0.987,0.574,0,0,0.987,33.983,17.341
1,4455,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.93744,0.31745,0.31745,0.28245,0.5855,0.44632,0.43605,1573.026,0.859,0.554,0,0,0.859,23.475,11.839
1,4458,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.89168,0.31745,0.31745,0.28245,0.58716,0.45094,0.44256,1632.993,1.101,0.563,0,0,1.101,62.952,31.663
1,4863,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.88387,0.31745,0.31745,0.28245,0.58067,0.45196,0.44098,1618.882,0.983,0.575,0,0,0.983,32.543,16.715
1,5117,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.89084,0.31745,0.31745,0.28245,0.57794,0.45107,0.44218,1736.865,1.922,0.689,0,0,1.922,96.821,50.065
1,5259,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.7057,0.31745,0.31745,0.28245,0.5845,0.44933,0.44205,1595.278,0.979,0.536,0,0,0.979,40.34,20.277
1,5470,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.87985,0.31745,0.31745,0.28245,0.58438,0.45233,0.44631,1658.03,1.263,0.607,0,0,1.263,84.205,42.833
1,5665,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.87413,0.31745,0.31745,0.28245,0.58396,0.45107,0.44311,1666.763,1.286,0.588,0,0,1.286,66.641,33.754
1,5676,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.62854,0.31745,0.31745,0.28245,0.56248,0.42878,0.42115,1527.017,0.687,0.437,0,0,0.687,8.887,8.887
1,5814,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.88836,0.31745,0.31745,0.28245,0.58228,0.44686,0.43901,1608.444,0.95,0.53,0,0,0.95,40.304,20.161
2,139,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.99696,0.35191,0.34981,0.31432,0.61772,0.49294,0.49068,1756.524,1.028,0.606,0,0,1.028,33.586,17.183
2,334,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.71222,0.35191,0.34981,0.31432,0.63578,0.49501,0.49237,1792.458,1.191,0.541,0,0,1.191,66.351,66.351
2,410,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.83607,0.35191,0.34981,0.31432,0.64777,0.5045,0.50075,1817.103,1.304,0.695,0,0,1.304,46.22,24.511
2,496,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.86337,0.35191,0.34981,0.31432,0.6265,0.493,0.49139,1794.159,1.035,0.556,0,0,1.035,35.865,35.865
2,949,20,415,0.08165,0.09,3,3,3.1,6,5,2,270,1.2,1.25,0.0139626,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.90899,0.35191,0.34981,0.31432,0.63544,0.49901,0.49593,1845.376,1.467,0.558,0,0,1.467,64.007,64.007
