Sample no,RSN,fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,Bay_Width_X_m,Bay_Width_Y_m,Bay_Width_Z_m,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio,T mean (sec),Max Aceleration (g),Max Velocity (cm/sec),Vmax/Amax (sec),Acceleration RMS (g),Velocity RMS (cm/sec),Arias Intensity,Cum. Abs. Velocity (cm/sec),Predominant Period (sec),Significant Duration (sec),Sa_T1 (g),Initial_T1 (s),Initial_T2 (s),Initial_T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR_all_floor,Max_Park_Ang_DI_storey,Park_Ang_DI
115,2476,15.0,415.0,0.07475,0.0529,2.6,2.6,3.0,6,2,4,81.12,3.0,0.0085518,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.74822,0.82697,0.77053,0.73362,1.28847,1.10998,1.03289,581.886,2.575,1.185,7.315,0.503,7.315,100.0,100.0
101,2510,15.0,415.0,0.07475,0.0529,2.6,4.5,3.2,3,2,3,70.2,0.86667,0.0085518,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.79717,0.87689,0.78541,0.71553,1.44108,1.09618,1.04456,333.1,5.685,1.497,2.202,0.0,5.685,100.0,100.0
111,5814,15.0,415.0,0.07475,0.0529,3.6,4.5,2.75,2,2,3,64.8,0.8,0.0085518,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.82179,0.78264,0.7382,0.6627,1.28535,0.99117,0.9553,278.586,3.035,1.837,2.821,0.0,3.035,100.0,100.0
104,4455,15.0,415.0,0.07475,0.0529,2.6,3.6,3.2,3,3,3,84.24,0.72222,0.0085518,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.50737,0.79619,0.74908,0.66586,1.26831,1.00015,0.92893,377.763,1.341,1.2,1.484,0.0,1.484,53.509,46.474
112,139,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11.0,0.46294,0.87939,0.8304,0.74508,1.38503,1.07381,1.01623,238.031,1.675,1.154,1.39,0.0,1.675,41.453,37.116
112,334,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.82205,0.87939,0.8304,0.74508,1.44639,1.13887,1.07947,270.678,6.425,1.7,2.693,0.0,6.425,100.0,100.0
108,3319,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.93069,0.8641,0.84327,0.74922,1.41051,1.1249,1.09489,311.883,8.843,1.618,2.869,0.0,8.843,100.0,100.0
112,410,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.41225,0.87939,0.8304,0.74508,1.18645,0.98293,0.90831,178.692,0.866,1.003,1.181,0.0,1.181,33.507,32.466
104,4458,15.0,415.0,0.07475,0.0529,2.6,3.6,3.2,3,3,3,84.24,0.72222,0.0085518,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.86197,0.79619,0.74908,0.66586,1.30326,1.01941,0.95041,411.241,2.184,1.288,1.969,0.0,2.184,100.0,100.0
112,496,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.4435,0.87939,0.8304,0.74508,1.25614,1.0403,0.9639,211.569,1.117,1.125,1.686,0.0,1.686,61.071,53.911
108,3749,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.74371,0.8641,0.84327,0.74922,1.22966,1.04903,0.98305,280.61,2.93,1.469,2.09,0.0,2.93,100.0,100.0
112,949,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.72401,0.87939,0.8304,0.74508,1.36008,1.08232,1.02254,248.05,2.38,1.793,3.355,0.0,3.355,100.0,100.0
112,960,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.74058,0.87939,0.8304,0.74508,1.3454,1.07802,1.01854,245.634,2.234,1.82,4.134,0.0,4.134,100.0,100.0
112,962,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,1.09333,0.87939,0.8304,0.74508,2.04784,1.5521,1.41863,254.399,3.171,1.523,3.509,0.0,3.509,100.0,100.0
104,4863,15.0,415.0,0.07475,0.0529,2.6,3.6,3.2,3,3,3,84.24,0.72222,0.0085518,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.51234,0.79619,0.74908,0.66586,1.12043,0.94784,0.85597,355.746,1.124,0.98,1.605,0.0,1.605,69.606,65.172
108,4199,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.79292,0.8641,0.84327,0.74922,1.39805,1.1264,1.08508,300.692,7.637,1.543,3.229,0.0,7.637,100.0,100.0
112,990,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.53381,0.87939,0.8304,0.74508,1.3986,1.08244,1.02897,220.527,1.199,1.174,1.528,0.0,1.528,68.125,60.625
112,998,15.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,3,64.8,0.8,0.0085518,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.70913,0.87939,0.8304,0.74508,1.36843,1.07896,1.02245,251.911,2.888,1.665,2.329,0.0,2.888,100.0,99.931
