PGA (g),PoE(IO),PoE(LS),PoE(CP)
0.6306306306306306,0.9983911375949769,0.9473417902881405,0.63755015548751
0.6326326326326326,0.9984297578158888,0.9481273755966882,0.6397607252866109
0.6346346346346347,0.9984674130871752,0.9489011807386072,0.6419596699758785
0.6366366366366366,0.9985041283963978,0.9496633778029578,0.6441470114998058
0.6386386386386387,0.9985399280638927,0.950414136589767,0.6463227725829714
0.6406406406406406,0.9985748357610258,0.9511536246321703,0.6484869767110701
0.6426426426426426,0.998608874527942,0.9518820072186479,0.650639648112239
0.6446446446446447,0.99864206679082,0.9525994474153384,0.6527808117386721
0.6466466466466466,0.998674434378648,0.9533061060884173,0.654910493248521
0.6486486486486487,0.9987059985395332,0.9540021419265252,0.657028718988082
0.6506506506506506,0.9987367799565579,0.9546877114632357,0.659135515974262
0.6526526526526526,0.9987667987631952,0.9553629690995464,0.6612309118773239
0.6546546546546547,0.9987960745582969,0.9560280671263849,0.6633149350039078
0.6566566566566566,0.9988246264206644,0.9566831557471162,0.6653876142803229
0.6586586586586587,0.9988524729232154,0.9573283831000418,0.6674489792361117
0.6606606606606606,0.9988796321467579,0.9579638952808786,0.6694990599878776
0.6626626626626626,0.9989061216933807,0.9585898363652107,0.6715378872233798
0.6646646646646647,0.9989319586994736,0.9592063484308999,0.6735654921858858
0.6666666666666666,0.9989571598483861,0.9598135715804511,0.6755819066587833
0.6686686686686687,0.998981741382734,0.9604116439633195,0.6775871629504476
0.6706706706706707,0.9990057191163669,0.9610007017981548,0.6795812938793595
0.6726726726726726,0.9990291084460022,0.9615808793949716,0.6815643327594733
0.6746746746746747,0.9990519243625375,0.9621523091772417,0.6835363133858309
0.6766766766766766,0.9990741814620497,0.962715121703898,0.685497270020418
0.6786786786786787,0.9990958939564898,0.9632694456912453,0.6874472373782632
0.6806806806806807,0.9991170756840809,0.9638154080347721,0.6893862506137707
0.6826826826826827,0.9991377401194295,0.9643531338308544,0.6913143453072915
0.6846846846846847,0.9991579003833563,0.9648827463983498,0.6932315574519233
0.6866866866866866,0.9991775692524562,0.9654043673000732,0.6951379234405407
